Timestamp,ACCESS-CM2_ssp126,ACCESS-CM2_ssp245,ACCESS-CM2_ssp370,ACCESS-CM2_ssp585,CNRM-CM6-1_ssp126,CNRM-CM6-1_ssp245,CNRM-CM6-1_ssp370,CNRM-CM6-1_ssp585,INM-CM4-8_ssp126,INM-CM4-8_ssp245,INM-CM4-8_ssp370,INM-CM4-8_ssp585,INM-CM5-0_ssp126,INM-CM5-0_ssp245,INM-CM5-0_ssp370,INM-CM5-0_ssp585,MIROC6_ssp126,MIROC6_ssp245,MIROC6_ssp370,MIROC6_ssp585,MIROC-ES2L_ssp126,MIROC-ES2L_ssp245,MIROC-ES2L_ssp370,MIROC-ES2L_ssp585,MPI-ESM1-2-LR_ssp126,MPI-ESM1-2-LR_ssp245,MPI-ESM1-2-LR_ssp370,MPI-ESM1-2-LR_ssp585,MRI-ESM2-0_ssp126,MRI-ESM2-0_ssp245,MRI-ESM2-0_ssp370,MRI-ESM2-0_ssp585,NorESM2-MM_ssp126,NorESM2-MM_ssp245,NorESM2-MM_ssp370,NorESM2-MM_ssp585
08-11-2068,31.631650259854684,44.17043039572031,23.09205924160527,26.642313595410982,27.76215190148513,41.20578555560086,24.48096437604929,21.130541184908104,26.4182,25.4017,30.23203175180764,23.845167785591048,33.8912,29.86203583309216,24.85098982471723,35.00580233474899,27.57980928315539,34.854638112366445,24.41365297659713,23.90439762316196,29.496437202373084,29.944855806171844,25.55156982541606,24.74149823839204,24.7323,35.92379991014461,23.89191630341179,25.260256550300912,39.1819967879232,24.933380047904556,26.98626701561393,25.78151899403613,25.6792,26.26425907502738,28.52922594734177,23.97225911657566
15-11-2068,29.65871597037153,41.2180913371641,22.721797532132047,25.632527614512068,26.579758606011293,38.37009800732124,23.76744521028141,20.915436778077357,25.5054,24.5957,29.105131935852476,23.50874585894121,32.2542,28.861184741600944,24.56243252790957,32.12680069727819,29.50374876475768,31.983710919275104,23.91727135657477,23.3275275296825,28.91116632421788,28.58435689150993,24.75422220872035,24.39065635641648,24.2844,34.56530137911013,23.388170899927434,24.471512697228224,36.953068067400565,24.24882233500673,26.029634911931836,28.179529329285863,25.0015,25.19644827223123,27.185451902795386,23.554632828548343
22-11-2068,28.486075982772547,38.25238795478195,22.7002979122862,25.15063413931076,26.62401737446216,35.94233892749732,23.49771020935421,21.032340517677607,25.3449,24.3028,28.5567375882546,23.51911380356774,31.0023,28.109198316202825,24.444789051227254,30.45081940327308,32.16042502816333,30.322813356597763,23.96413664618225,23.17084223989204,28.92369750192,27.84130247370506,24.50862775198365,24.475374992169343,24.2086,32.93808817077797,23.272572822444587,24.24681834556664,34.512704973467805,23.932882401188067,25.67054761695082,29.97950186845185,24.8977,25.76596429131814,26.94622294786877,23.71317075528289
29-11-2068,25.580812256346007,33.96048161143378,20.507278994861565,22.624463039165512,25.110906674999796,31.967849823540423,21.675806235139707,19.14934178436936,23.0091,21.9264,25.91336702370356,21.311673724776536,27.9801,25.245659081875058,22.499002559295867,27.40020353768947,29.592799187470487,26.978026663155543,21.785922351092523,21.28087856876933,26.26133472777627,25.07532685808899,22.208510607884676,22.37090155577276,21.7948,28.896587043991097,21.036281085172718,21.949075338189797,30.645270236274904,21.537444146349674,23.352059560795748,26.7189010592994,22.5899,24.32294333130145,24.70476395462284,21.70287329072378
06-12-2068,22.67612068685507,28.31193081601016,16.11045716872762,17.921188071525982,20.68142035726232,26.467966925548925,17.471792912749546,14.868683098350774,19.69576340150197,22.47254986461741,21.942871293757925,16.709519145779726,24.183096742431093,21.89496055838353,19.23774095875892,22.88402754386456,24.68180370948652,22.22701824458472,17.984597035570694,16.84320631698801,24.852623312419134,21.202264439152295,19.407553434155595,18.033503973928266,18.17255561852736,23.61936125273745,16.816509564193765,17.365163805606254,24.199,17.50427667366886,19.00227485269532,21.047772474901464,17.7858,20.114826878586435,20.09052675952804,17.464783380316305
13-12-2068,19.834220551776685,24.704066447579137,12.996685386165488,14.666371186320609,16.958527214440217,21.705778551231557,14.14161394526628,11.853073196144146,16.268126019432536,20.07753860655722,18.448349619283277,13.567375298539384,19.92182247445498,18.28578478749604,16.003823571972553,18.92194224098004,28.4974915391455,18.324463992360226,14.74437825750922,13.664410967861585,22.73517886869053,17.629166352780402,16.61179683073749,14.812963054202644,14.908976660796297,32.78309615282421,13.694531835838866,14.658258420283076,20.8819,14.513361238117213,15.837063279948667,17.193378657039414,14.513,16.6943210801717,17.04611234558395,14.73880168993041
20-12-2068,20.49682835532459,24.88251889018319,13.30070054142655,14.951229011151154,16.756806821566233,20.716920218223557,14.26251808575371,12.237272863153809,16.373449103836272,21.15930015747586,18.64089765412152,13.863621667927555,19.44679470376915,18.665090566153975,16.235424838067658,18.59818268169872,34.584575231756425,18.05879474630946,15.00568972340376,13.905852365728007,24.208473378319777,17.63207237552254,17.209841569969996,15.15618282993149,15.105904526644547,44.85478580755096,14.02302126633358,15.306005797012496,20.3193,14.66800823060371,16.406997657446123,16.904213143479904,14.7116,16.642470780606626,17.11229076750807,15.459172521518108
27-12-2068,19.160022118532744,27.05145405178747,12.518208101588217,14.104156891430044,15.6127831343634,18.97372815834479,13.330705572398577,11.544874148693811,15.412126074898405,20.01045166360225,17.721613377526698,13.082745440921276,18.040816793807924,17.93286726609882,15.5046504237512,17.371750302174505,30.617499531184876,16.801190310126557,14.184695926463812,13.042546610013838,22.880610234953792,16.58398471563551,16.18000090204945,14.410325133747326,14.273359483034952,37.37452573166068,13.222095565421531,14.286393800738637,18.7513,13.817463800536624,15.580260802409295,15.608497504629153,13.8459,15.491509159777369,15.869748834119422,14.638607978327888
03-01-2069,15.740318377002495,23.37874279314356,8.111166855536261,9.248048289429477,11.220826654878511,13.442667571046233,8.71194519806877,7.094298382323677,9.15207,13.579563095748147,11.690238909280506,9.295142053471116,16.674009438919796,11.0462,10.83679051950285,12.1845,18.741161972554902,10.6393,9.635849877077543,7.96795047138917,19.323555146612208,9.9567,12.454857185509582,8.0591,9.739584051557117,26.8279,9.068230682510322,8.90243,14.02454327229873,9.977331531178733,12.686511546707784,10.715620985074082,12.04885086872256,9.49584,11.096445078817522,10.302534677031373
10-01-2069,11.889849641972262,18.520072548162183,5.444557349918537,7.251521267037008,7.94302682991681,9.782789471157615,5.692138358461532,4.141878563366537,6.20214,9.950720745361444,8.2619294475959,6.093613407030787,12.650981909678569,7.81806,8.388846446451666,10.0841,14.01173939155685,7.35963,6.333082950205101,4.914320667119145,15.453585615062124,7.23986,9.066119042949484,5.18195,6.871660651855373,20.5471,5.866765722470078,5.75481,10.410372634290558,6.758255198402448,11.797490777830363,7.494191746112916,8.540270428778742,6.94747,7.719015779478276,7.024613846356147
