,Date,ACCESS-CM2_ssp126,ACCESS-CM2_ssp245,ACCESS-CM2_ssp370,ACCESS-CM2_ssp585,CNRM-CM6-1_ssp126,CNRM-CM6-1_ssp245,CNRM-CM6-1_ssp370,CNRM-CM6-1_ssp585,INM-CM4-8_ssp126,INM-CM4-8_ssp245,INM-CM4-8_ssp370,INM-CM4-8_ssp585,INM-CM5-0_ssp126,INM-CM5-0_ssp245,INM-CM5-0_ssp370,INM-CM5-0_ssp585,MIROC6_ssp126,MIROC6_ssp245,MIROC6_ssp370,MIROC6_ssp585,MIROC-ES2L_ssp126,MIROC-ES2L_ssp245,MIROC-ES2L_ssp370,MIROC-ES2L_ssp585,MPI-ESM1-2-LR_ssp126,MPI-ESM1-2-LR_ssp245,MPI-ESM1-2-LR_ssp370,MPI-ESM1-2-LR_ssp585,MRI-ESM2-0_ssp126,MRI-ESM2-0_ssp245,MRI-ESM2-0_ssp370,MRI-ESM2-0_ssp585,NorESM2-MM_ssp126,NorESM2-MM_ssp245,NorESM2-MM_ssp370,NorESM2-MM_ssp585
17,1979-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1979-05-07,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746
19,1979-05-14,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746
20,1979-05-21,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746
21,1979-05-28,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746,0.0343276941017746
22,1979-06-04,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576
23,1979-06-11,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576
24,1979-06-18,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576
25,1979-06-25,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576,47.80816502485576
26,1979-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1979-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1979-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1979-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
