,Date,ACCESS-CM2_ssp126,ACCESS-CM2_ssp245,ACCESS-CM2_ssp370,ACCESS-CM2_ssp585,CNRM-CM6-1_ssp126,CNRM-CM6-1_ssp245,CNRM-CM6-1_ssp370,CNRM-CM6-1_ssp585,INM-CM4-8_ssp126,INM-CM4-8_ssp245,INM-CM4-8_ssp370,INM-CM4-8_ssp585,INM-CM5-0_ssp126,INM-CM5-0_ssp245,INM-CM5-0_ssp370,INM-CM5-0_ssp585,MIROC6_ssp126,MIROC6_ssp245,MIROC6_ssp370,MIROC6_ssp585,MIROC-ES2L_ssp126,MIROC-ES2L_ssp245,MIROC-ES2L_ssp370,MIROC-ES2L_ssp585,MPI-ESM1-2-LR_ssp126,MPI-ESM1-2-LR_ssp245,MPI-ESM1-2-LR_ssp370,MPI-ESM1-2-LR_ssp585,MRI-ESM2-0_ssp126,MRI-ESM2-0_ssp245,MRI-ESM2-0_ssp370,MRI-ESM2-0_ssp585,NorESM2-MM_ssp126,NorESM2-MM_ssp245,NorESM2-MM_ssp370,NorESM2-MM_ssp585
648,1991-06-24,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459,273.6298031919459
649,1991-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,1991-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,1991-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,1991-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,1991-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,1991-08-05,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307
655,1991-08-12,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307
656,1991-08-19,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307
657,1991-08-26,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307,14.911787503299307
658,1991-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,1991-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,1991-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,1991-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,1991-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,1991-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,1991-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,1991-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,1991-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,1991-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,1991-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,1991-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,1991-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,1991-12-02,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188
672,1991-12-09,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188
673,1991-12-16,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188
674,1991-12-23,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188
675,1991-12-30,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188,361.6258215514188
676,1992-01-06,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636
677,1992-01-13,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636
678,1992-01-20,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636
679,1992-01-27,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636,60.950013589569636
680,1992-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,1992-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,1992-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,1992-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,1992-03-02,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824
685,1992-03-09,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824
686,1992-03-16,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824
687,1992-03-23,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824
688,1992-03-30,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824,10.745723341559824
689,1992-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,1992-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,1992-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,1992-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,1992-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,1992-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,1992-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,1992-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,1992-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,1992-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,1992-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,1992-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,1992-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,1992-07-06,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726
703,1992-07-13,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726
704,1992-07-20,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726
705,1992-07-27,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726,413.5263588342726
706,1992-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,1992-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,1992-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709,1992-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710,1992-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,1992-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712,1992-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,1992-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
