Timestamp,ACCESS-CM2_ssp126,ACCESS-CM2_ssp245,ACCESS-CM2_ssp370,ACCESS-CM2_ssp585,CNRM-CM6-1_ssp126,CNRM-CM6-1_ssp245,CNRM-CM6-1_ssp370,CNRM-CM6-1_ssp585,INM-CM4-8_ssp126,INM-CM4-8_ssp245
01-04-2004,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789
08-04-2004,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789
15-04-2004,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789
22-04-2004,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789,0.1659619826375789
29-04-2004,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638
06-05-2004,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638
13-05-2004,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638
20-05-2004,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638
27-05-2004,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638,0.1077433621310638
03-06-2004,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478
10-06-2004,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478
17-06-2004,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478
24-06-2004,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478,0.0888348888367478
01-07-2004,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138
08-07-2004,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138
15-07-2004,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138
22-07-2004,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138,-0.0973946432588138
29-07-2004,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763
05-08-2004,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763
12-08-2004,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763
19-08-2004,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763
26-08-2004,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763,-0.1628818528629763
02-09-2004,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957
09-09-2004,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957
16-09-2004,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957
23-09-2004,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957,-0.3282396620679957
30-09-2004,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227
07-10-2004,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227
14-10-2004,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227
21-10-2004,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227,-0.3986653599320227
28-10-2004,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067
04-11-2004,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067
11-11-2004,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067
18-11-2004,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067
25-11-2004,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067,-0.7461730472981067
02-12-2004,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445
09-12-2004,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445
16-12-2004,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445
23-12-2004,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445,-0.8579759691412445
30-12-2004,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628
06-01-2005,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628
13-01-2005,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628
20-01-2005,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628
27-01-2005,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628,-1.0495074297412628
03-02-2005,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736
10-02-2005,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736
17-02-2005,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736
24-02-2005,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736,-0.917237178931736
03-03-2005,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263
10-03-2005,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263
17-03-2005,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263
24-03-2005,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263,-0.866548605377263
31-03-2005,-1.0286798783084417,-1.0286798783084417,-1.0286798783084417,-1.0286798783084417,-1.0286798783084417,-1.0286798783084417,-1.0286798783084417,-1.0286798783084417,-1.0286798783084417,-1.0286798783084417
