Timestamp,ACCESS-CM2_ssp126,ACCESS-CM2_ssp245,ACCESS-CM2_ssp370,ACCESS-CM2_ssp585,CNRM-CM6-1_ssp126,CNRM-CM6-1_ssp245,CNRM-CM6-1_ssp370,CNRM-CM6-1_ssp585,INM-CM4-8_ssp126,INM-CM4-8_ssp245
01-04-2004,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071
08-04-2004,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071
15-04-2004,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071
22-04-2004,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071,-0.467085308399071
29-04-2004,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718
06-05-2004,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718
13-05-2004,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718
20-05-2004,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718
27-05-2004,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718,-0.2367486709392718
03-06-2004,-0.5836844595973725,-0.5836844595973725,-0.5836844595973725,-0.5836844595973725,-0.5836844595973725,-0.5836844595973725,-0.5836844595973725,-0.5836844595973725,-0.5836844595973725,-0.5836844595973725
